,Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Main Miles Built Pre-1940,Main Miles Built 1940-49,Main Miles Built 1950-59,Main Miles Built 1960-69,Main Miles Built 1970-79,Main Miles Built 1980-89,Main Miles Built 1990-99,Main Miles Built 2000-09,Main Miles Built 2010-19,Main Miles Built 2020-29
47,"MORGAN CITY GAS DEPT, CITY OF",12776,Municipal Owned,LA,76.2,37.0,11,0.0,0.0,0.0,0.0,11.8,0.0,56.2,5.0,2.0,1.0,0.0
48,MOREAUVILLE GAS DEPT,12768,Municipal Owned,LA,67.0,46.0,10,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0
49,MONTPELIER GAS SYSTEM,12758,Municipal Owned,LA,28.0,40.0,15,0.0,0.0,0.0,1.0,14.0,0.0,0.0,9.0,2.0,2.0,0.0
50,"MONTGOMERY, TOWN OF",12750,Municipal Owned,LA,41.0,0.0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"MELVILLE, TOWN OF",12330,Municipal Owned,LA,28.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
52,MARINGOUIN GAS SYSTEM,12162,Municipal Owned,LA,20.5,53.0,19,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,1.0,0.0
53,MADISONVILLE GAS SYSTEM,12036,Municipal Owned,LA,186.05,21.0,27,0.0,0.0,0.0,27.0,0.0,0.0,0.0,22.0,93.0,38.3,6.0
54,ATMOS ENERGY CORPORATION - LOUISIANA,11800,Privately Owned,LA,8755.75,35.0,1487,4.02,28.33,58.01,672.33,355.94,2285.57,2042.15,1527.74,751.13,957.3,73.22
55,"LOGANSPORT GAS DEPT, TOWN OF",11656,Municipal Owned,LA,22.0,49.0,10,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0
56,"LIVONIA, VILLAGE OF",11606,Municipal Owned,LA,10.0,11.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
57,"LIVINGSTON, TOWN OF",11604,Municipal Owned,LA,61.0,23.0,2,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,20.0,15.0,0.0
58,LEONVILLE GAS SYSTEM,11392,Municipal Owned,LA,16.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
59,KROTZ SPRINGS GAS SYSTEM,10340,Municipal Owned,LA,11.0,37.0,0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0
60,"KINDER GAS SYSTEMS, TOWN OF",10260,Municipal Owned,LA,30.81,0.0,0,30.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,KENTWOOD NATURAL GAS SYSTEM,10180,Municipal Owned,LA,33.0,59.0,27,0.0,0.0,0.0,27.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
62,"KAPLAN GAS DEPT, CITY OF",10060,Municipal Owned,LA,44.0,0.0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"JONESVILLE, TOWN OF",9310,Municipal Owned,LA,48.0,66.0,48,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"JENA GAS SYSTEM, TOWN OF",9210,Municipal Owned,LA,48.0,37.0,1,0.0,0.0,0.0,0.0,0.0,10.0,37.0,0.0,1.0,0.0,0.0
65,"JACKSON, TOWN OF",9030,Municipal Owned,LA,9.0,46.0,0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
66,"IOTA GAS DEPT, TOWN OF",8230,Municipal Owned,LA,26.0,68.0,44,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
67,IBERVILLE PARISH NATURAL GAS SYSTEM,8010,Municipal Owned,LA,200.0,46.0,113,0.0,0.0,0.0,113.9,0.0,0.0,0.0,45.0,29.5,11.6,0.0
68,"HORNBECK GAS DEPT, CITY OF",7360,Municipal Owned,LA,90.0,48.0,67,0.0,0.0,0.0,0.0,67.0,0.0,10.0,5.0,5.0,3.0,0.0
69,"HARRISONBURG, VILLAGE OF",7100,Municipal Owned,LA,82.0,46.0,55,0.0,0.0,0.0,0.0,55.0,0.0,0.0,27.0,0.0,0.0,0.0
70,"ENTERGY LOUISIANA, LLC",6920,Investor Owned,LA,1844.0,42.0,790,187.0,46.0,141.0,233.0,225.0,339.0,134.0,126.0,139.0,247.0,27.0
71,"GUEYDAN MUNICIPAL PLANT, TOWN OF",6840,Municipal Owned,LA,14.1,16.0,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
72,"GREENSBURG GAS & WATER, TOWN OF",6770,Municipal Owned,LA,22.0,57.0,18,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
73,"GRAND ISLE, TOWN OF",6510,Municipal Owned,LA,36.1,43.0,4,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,1.1,0.0
74,GRAND COUTEAU MUNICIPAL SYSTEM,6500,Municipal Owned,LA,20.0,36.0,0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
75,"GONZALES GAS CO, TOWN OF",6440,Municipal Owned,LA,62.51,30.0,0,33.25,0.0,0.0,0.0,0.0,2.86,21.33,0.0,0.0,0.3,4.77
76,"WEST FELICIANA PARISH, GAS UTIL DIST # 1 OF",6241,Municipal Owned,LA,106.545,33.0,9,0.0,0.0,0.0,0.0,0.0,66.35,9.54,0.0,0.0,20.28,10.375
77,"WASHINGTON PARISH, GAS UTIL DIST # 2 OF",6240,Municipal Owned,LA,207.898,54.0,200,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,7.898,0.0
78,"POINTE COUPEE PARISH, GAS UTIL DIST # 2 OF",6239,Municipal Owned,LA,186.0,45.0,18,62.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,3.0,0.0
79,"VERNON PARISH, GAS UTIL DIST # 1 OF",6235,Municipal Owned,LA,22.0,56.0,22,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"LIVINGSTON PARISH - A, GAS UTIL DIST # 1 OF",6233,Municipal Owned,LA,105.53,50.0,92,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,8.0,5.03,0.0
81,"POINTE COUPEE PARISH, GAS UTIL DIST # 1 OF",6232,Municipal Owned,LA,82.79,44.0,59,0.0,0.0,29.9,0.0,0.0,0.0,34.4,0.0,11.2,4.8,2.49
82,"EAST FELICIANA PARISH, GAS UTIL DIST # 2 OF",6226,Municipal Owned,LA,128.0,51.0,101,0.0,0.0,0.0,0.0,100.0,12.0,12.0,1.0,1.0,2.0,0.0
83,"EAST FELICIANA PARISH, GAS UTIL DIST # 1 OF",6225,Municipal Owned,LA,37.0,56.0,37,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"EAST BATON ROUGE PARISH, GAS UTIL DIST # 1 OF",6219,Municipal Owned,LA,195.5,45.0,119,0.0,0.0,0.0,0.0,115.0,29.0,7.0,24.0,6.0,13.5,1.0
85,FOREST HILL GAS SYSTEM,5370,Municipal Owned,LA,44.0,42.0,18,0.0,0.0,0.0,11.0,7.0,4.0,6.0,11.0,5.0,0.0,0.0
86,"EVANGELINE GAS CO, INC",4600,Investor Owned,LA,273.0,0.0,0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,"EUNICE GAS DEPT, CITY OF",4590,Municipal Owned,LA,104.36,34.0,0,89.1,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.75,0.01,0.0
88,CENTERPOINT ENERGY RESOURCES CORPORATION,4499,Investor Owned,LA,3519.162,46.0,1623,787.875,101.441,289.867,489.159,513.628,273.066,283.906,257.069,278.871,237.135,7.146
89,"ELIZABETH, TOWN OF",4341,Municipal Owned,LA,62.7,43.0,47,0.0,0.0,23.2,0.0,1.0,0.0,18.1,5.3,3.4,11.7,0.0
90,"DONALDSONVILLE, CITY OF",3470,Municipal Owned,LA,59.0,65.0,22,0.0,22.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
91,DEQUINCY GAS DEPARTMENT,3325,Municipal Owned,LA,57.0,46.0,38,0.0,0.0,0.0,0.0,38.0,2.0,0.0,17.0,0.0,0.0,0.0
92,"DENHAM SPRINGS GAS DEPT, CITY OF",3295,Municipal Owned,LA,193.25,5.0,0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.53,0.72
93,"DELCAMBRE GAS DEPT, TOWN OF",3220,Municipal Owned,LA,25.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
94,CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH,2712,Municipal Owned,LA,179.4,54.0,172,1.0,0.0,0.0,0.0,172.5,0.0,0.0,0.0,3.0,2.9,0.0
95,"COLUMBIA, TOWN OF",2622,Municipal Owned,LA,15.0,46.0,2,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
96,"COLFAX GAS DEPT, TOWN OF",2548,Municipal Owned,LA,46.0,55.0,36,0.0,0.0,0.0,31.0,5.2,0.0,0.0,5.0,4.8,0.0,0.0
97,"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA",2500,Municipal Owned,LA,30.18,63.0,28,0.0,0.0,0.0,28.067,0.0,0.0,1.85,0.0,0.0,0.263,0.0
98,CLAYTON GAS SYSTEM,2476,Municipal Owned,LA,12.0,56.0,12,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
99,CHATHAM NATURAL GAS DIV,2280,Municipal Owned,LA,19.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
100,CARENCRO GAS SYSTEM,2092,Municipal Owned,LA,22.7,6.0,0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,"BOYCE MUNICIPAL SYSTEM, TOWN OF",1680,Municipal Owned,LA,35.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
102,"BERWICK, TOWN OF",1376,Municipal Owned,LA,24.0,72.0,10,0.0,10.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
103,"BASILE, TOWN OF",1136,Municipal Owned,LA,19.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
104,"BALDWIN MUNICIPAL SYSTEM, TOWN OF",1072,Municipal Owned,LA,15.0,36.0,1,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0
105,BAKER UTILITY SYSTEM,1064,Municipal Owned,LA,75.359,13.0,0,70.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.269,0.0
106,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",675,Municipal Owned,LA,42.5,6.0,0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
107,CENTERPOINT ENERGY RESOURCES CORP.,603,Investor Owned,LA,4111.621,30.0,333,1372.143,16.453,15.948,47.266,177.01,514.801,630.841,466.079,403.991,456.176,10.911
108,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",270,Municipal Owned,LA,568.9,31.0,56,210.9,0.0,0.0,0.0,50.8,36.2,60.9,138.0,43.0,30.0,0.0
109,ABITA SPRINGS NAT GAS & WATER,27,Municipal Owned,LA,28.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
